Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),pH,Ammonia (mg L-1 ),Nitrite (mg L-1 ),Water Quality
"15,40","21,15","7,513","8,920","6,069","0,047","0,348",2
"17,12","21,51","6,322","14,786","9,419","0,036","1,654",2
"32,41","17,57","6,430","12,019","6,480","0,048","0,891",2
"27,73","52,99","4,768","8,270","7,454","0,016","0,004",2
"26,62","36,27","4,854","12,013","8,062","0,013","0,020",2
"23,98","49,16","4,891","7,837","8,461","0,010","0,014",2
"25,01","33,37","4,036","9,946","7,987","0,009","0,006",2
"26,13","75,53","3,356","13,604","8,129","0,022","0,013",2
"21,33","78,77","4,644","6,071","7,974","0,016","0,011",2
"22,83","64,90","3,098","11,344","6,898","0,011","0,016",2
"28,37","42,30","3,258","14,444","6,605","0,000","0,005",2
"28,66","63,77","4,864","8,583","6,843","0,006","0,005",2
"20,55","34,50","3,562","13,474","7,207","0,016","0,005",2
"24,93","78,42","4,888","7,231","8,392","0,013","0,004",2
"28,30","63,24","4,369","13,151","7,538","0,010","0,019",2
"29,18","35,66","4,348","7,452","6,864","0,019","0,019",2
"28,01","34,14","3,753","6,308","8,335","0,006","0,018",2
"29,79","31,79","4,736","8,295","8,174","0,006","0,001",2
"25,71","58,60","4,117","12,829","8,089","0,012","0,006",2
"20,64","71,98","3,607","14,245","7,857","0,024","0,007",2
"20,86","68,42","4,698","8,697","7,130","0,018","0,004",2
"29,77","79,98","4,569","6,186","6,685","0,003","0,020",2
"24,49","60,26","4,941","12,172","7,468","0,015","0,006",2
"28,94","48,36","4,956","14,780","8,887","0,019","0,014",2
"29,11","30,85","4,207","8,278","6,560","0,009","0,009",2
"29,61","41,77","3,030","9,376","7,978","0,008","0,019",2
"27,78","63,96","3,514","12,823","8,711","0,006","0,008",2
"29,48","51,45","3,620","9,473","7,955","0,004","0,018",2
"26,79","38,31","3,455","9,247","8,291","0,001","0,005",2
"27,14","57,14","4,445","13,113","8,291","0,003","0,002",2
"21,38","59,43","4,298","12,833","7,448","0,020","0,004",2
"20,83","70,58","4,859","6,630","6,886","0,004","0,009",2
"21,12","53,61","4,088","8,627","6,894","0,024","0,016",2
"23,69","75,92","3,884","13,620","7,656","0,005","0,013",2
"29,65","73,17","4,280","6,215","6,588","0,013","0,011",2
"23,62","56,09","3,440","12,759","8,316","0,006","0,014",2
"29,30","56,45","3,099","11,824","8,380","0,012","0,007",2
"20,96","63,98","3,421","11,651","7,626","0,011","0,009",2
"21,22","64,08","4,728","7,862","7,217","0,000","0,013",2
"24,89","39,45","3,222","12,940","6,856","0,005","0,006",2
"29,23","53,61","4,930","9,020","7,734","0,019","0,007",2
"21,35","60,85","3,807","14,943","7,413","0,008","0,014",2
"21,44","76,30","3,365","7,634","8,452","0,009","0,008",2
"23,33","38,31","4,126","11,065","6,849","0,017","0,009",2
"24,55","73,21","3,825","7,119","8,366","0,015","0,004",2
"20,08","43,71","4,577","11,180","8,052","0,010","0,015",2
"24,08","58,70","3,154","12,189","8,769","0,020","0,015",2
"21,81","36,24","3,054","7,211","8,295","0,017","0,009",2
"28,73","55,88","4,684","10,686","6,794","0,024","0,001",2
"25,49","34,04","3,241","11,379","8,677","0,022","0,013",2
"28,61","48,51","4,905","7,302","6,665","0,015","0,009",2
"20,53","63,70","4,224","14,250","6,503","0,024","0,019",2
"25,11","31,32","3,527","11,616","7,267","0,012","0,015",2
"33,56","23,50","5,251","2,236","9,444","0,038","0,785",2
"33,18","29,30","7,255","5,725","6,063","0,028","1,373",2
"33,01","20,34","6,631","4,124","9,153","0,035","0,892",2
"30,16","22,45","7,059","4,516","6,082","0,037","0,719",2
"18,67","29,47","7,356","5,705","9,154","0,028","0,587",2
"31,07","29,70","6,883","4,874","6,201","0,028","0,115",2
"19,13","18,30","7,082","3,469","9,355","0,047","1,701",2
"34,42","28,18","5,626","2,078","6,035","0,032","1,635",2
"34,98","18,37","6,854","3,006","6,176","0,044","0,099",2
"17,58","22,13","5,370","2,919","9,245","0,041","1,923",2
"15,06","28,01","5,349","5,277","6,146","0,045","1,888",2
"16,45","28,59","7,511","5,301","6,310","0,041","1,544",2
"31,84","24,85","7,096","4,707","9,118","0,027","1,660",2
"34,47","28,23","5,047","3,544","9,057","0,038","1,582",2
"31,49","25,78","7,124","5,078","6,118","0,042","0,991",2
"17,93","18,59","5,893","4,092","9,450","0,039","0,414",2
"32,62","29,67","7,290","5,710","6,469","0,038","0,031",2
"30,24","18,97","5,907","2,632","9,346","0,039","0,177",2
"18,92","15,99","7,903","4,802","6,277","0,049","1,122",2
"30,30","20,50","7,793","3,616","6,447","0,040","0,922",2
"18,15","19,90","5,813","4,911","9,331","0,035","1,969",2
"32,11","19,79","5,298","5,698","9,047","0,035","1,879",2
"17,89","18,80","7,681","3,735","9,293","0,048","1,604",2
"34,01","15,79","5,853","5,405","9,106","0,030","1,792",2
"34,78","15,44","6,378","3,237","9,151","0,031","0,647",2
"33,47","18,55","5,346","4,958","6,253","0,029","0,904",2
"31,13","25,95","5,713","5,623","6,430","0,026","1,893",2
"19,71","25,93","7,358","3,449","6,177","0,035","1,185",2
"33,91","27,26","5,513","4,649","6,302","0,029","1,442",2
"34,54","25,04","7,564","4,429","9,293","0,046","1,331",2
"17,82","29,05","5,363","2,962","9,259","0,047","0,303",2
"18,49","23,85","7,390","3,319","9,059","0,028","0,401",2
"34,55","27,31","6,022","4,386","6,424","0,040","1,672",2
"34,07","24,62","7,688","5,163","9,223","0,050","0,639",2
"34,82","28,38","7,062","5,406","6,383","0,033","1,538",2
"19,75","26,41","5,472","3,480","6,011","0,038","1,986",2
"32,50","26,83","7,975","5,760","9,413","0,034","0,639",2
"30,08","20,82","6,790","4,975","9,172","0,029","0,450",2
"19,25","25,84","5,250","2,520","9,390","0,037","0,200",2
"30,80","19,96","5,872","4,071","6,051","0,035","1,833",2
"16,66","26,13","5,854","5,193","6,016","0,032","1,313",2
"30,95","17,75","5,139","4,983","9,492","0,027","0,164",2
"19,02","18,86","5,378","2,572","9,237","0,049","0,280",2
"30,78","16,85","6,076","4,489","9,211","0,030","0,208",2
"17,41","21,12","5,938","5,975","9,168","0,039","1,897",2
"33,91","24,00","6,899","2,805","6,273","0,025","1,960",2
"17,07","27,91","7,060","4,563","9,040","0,047","0,031",2
"30,53","15,97","5,974","3,915","9,239","0,039","1,207",2
"31,69","26,14","7,470","3,459","9,159","0,042","1,912",2
"31,83","23,26","5,957","3,447","9,429","0,049","0,172",2
"21,46","62,59","4,393","1,529","7,027","0,012","0,012",2
"24,39","74,63","4,053","1,268","7,578","0,023","0,014",2
"24,55","52,51","4,258","1,193","7,582","0,011","0,011",2
"23,18","73,35","4,241","1,174","8,678","0,005","0,002",2
"29,26","67,52","4,440","1,184","8,367","0,007","0,008",2
"27,22","52,41","3,090","1,296","7,492","0,000","0,009",2
"26,37","60,33","4,612","1,378","6,916","0,021","0,001",2
"29,46","65,01","3,789","1,634","7,855","0,023","0,014",2
"27,30","41,67","3,330","1,380","6,551","0,012","0,006",2
"25,22","52,70","4,795","1,464","6,801","0,016","0,020",2
"26,47","32,39","4,785","1,756","8,085","0,008","0,002",2
"27,36","60,57","4,690","1,256","7,712","0,004","0,000",2
"28,71","30,85","4,194","1,682","8,987","0,006","0,004",2
"28,67","61,22","3,835","1,041","8,147","0,014","0,016",2
"22,29","39,72","4,114","1,454","8,931","0,018","0,009",2
"23,01","55,29","4,088","1,797","8,702","0,004","0,006",2
"24,10","53,99","4,437","1,566","8,261","0,005","0,006",2
"21,92","65,53","3,746","1,607","6,708","0,011","0,020",2
"21,95","64,52","3,480","1,752","7,604","0,016","0,015",2
"21,50","66,30","4,338","1,674","6,501","0,006","0,003",2
"28,55","52,05","3,073","1,732","8,197","0,002","0,013",2
"29,31","46,43","3,771","1,362","8,437","0,009","0,009",2
"27,80","57,36","4,566","1,895","8,780","0,003","0,014",2
"21,58","72,92","3,687","1,972","7,386","0,012","0,014",2
"27,29","75,72","4,132","1,011","7,860","0,002","0,003",2
"21,94","61,30","3,637","1,545","8,133","0,018","0,010",2
"24,58","55,86","4,986","1,709","6,944","0,009","0,011",2
"28,55","56,87","3,055","1,929","8,962","0,019","0,011",2
"21,32","38,05","3,545","1,034","6,507","0,012","0,008",2
"26,14","36,91","4,005","1,915","6,989","0,014","0,011",2
"26,38","59,77","3,739","1,578","7,671","0,007","0,014",2
"27,52","60,35","3,444","1,140","7,892","0,004","0,010",2
"22,57","62,22","3,773","1,309","7,135","0,006","0,011",2
"25,49","33,18","4,609","1,248","8,987","0,017","0,002",2
"29,38","33,17","4,569","1,047","7,617","0,006","0,009",2
"29,50","60,19","4,311","1,199","6,638","0,003","0,003",2
"26,06","50,41","3,715","1,298","8,241","0,017","0,014",2
"28,11","51,94","3,678","1,990","7,094","0,005","0,020",2
"23,15","33,97","3,105","1,973","7,249","0,009","0,018",2
"22,72","50,38","4,726","1,500","7,140","0,014","0,008",2
"24,29","35,65","3,148","1,590","6,718","0,003","0,015",2
"27,47","79,86","4,369","1,732","7,919","0,014","0,009",2
"24,65","65,29","4,147","1,996","7,165","0,013","0,017",2
"29,84","53,27","3,862","1,952","6,580","0,015","0,009",2
"28,49","36,02","3,972","1,005","8,100","0,004","0,014",2
"23,22","67,54","4,357","1,890","8,002","0,007","0,013",2
"21,79","78,26","3,406","1,244","6,978","0,020","0,001",2
"28,55","73,34","3,737","1,087","8,220","0,011","0,012",2
"28,60","73,99","4,520","1,898","7,276","0,003","0,005",2
"21,05","38,68","3,210","1,899","7,566","0,007","0,011",2
"20,15","29,45","4,534","3,889","4,752","0,011","0,014",2
"21,63","23,20","5,190","1,747","3,085","0,028","1,251",2
"25,88","22,82","6,494","1,141","9,649","0,010","0,011",2
"27,18","18,47","7,871","1,483","4,820","0,031","1,068",2
"28,76","22,33","7,404","4,429","10,244","0,001","1,342",2
"29,36","24,36","7,663","1,055","12,713","0,035","0,473",2
"17,84","25,19","3,198","3,133","10,474","0,042","1,350",2
"23,27","20,93","7,535","1,243","1,490","0,008","0,010",2
"23,16","20,51","7,278","1,689","0,048","0,017","0,011",2
"15,20","29,82","5,871","1,398","0,004","0,043","0,017",2
"29,89","15,57","5,163","1,600","13,653","0,013","0,310",2
"18,59","28,28","5,727","1,169","5,113","0,029","0,020",2
"20,76","28,70","4,698","1,065","4,244","0,022","1,139",2
"21,28","26,94","5,553","1,954","13,345","0,019","0,000",2
"26,81","16,48","4,154","1,564","4,806","0,013","0,013",2
"19,84","18,93","7,209","1,534","1,865","0,035","0,013",2
"20,61","20,03","4,440","1,712","2,856","0,007","1,228",2
"19,93","25,20","4,775","1,242","12,995","0,039","0,008",2
"16,90","17,05","6,320","3,734","0,066","0,037","0,540",2
"23,86","25,82","7,965","1,613","5,535","0,036","0,001",2
"27,39","16,60","3,827","3,115","12,483","0,043","0,587",2
"21,91","24,81","6,740","3,751","2,192","0,021","0,014",2
"29,68","22,41","4,262","1,565","11,675","0,013","1,620",2
"22,46","26,69","3,696","1,332","4,876","0,012","0,017",2
"23,34","25,73","7,807","3,517","4,955","0,037","0,716",2
"20,87","28,56","4,948","3,655","9,963","0,013","0,005",2
"16,29","28,36","5,618","1,951","4,970","0,021","0,014",2
"16,32","20,01","6,336","5,546","3,577","0,041","0,009",2
"23,09","25,48","3,361","5,594","0,228","0,027","0,010",2
"16,80","17,97","4,121","1,121","12,822","0,019","0,002",2
"16,87","15,46","3,168","1,014","0,286","0,014","0,611",2
"17,97","26,16","3,695","1,357","1,378","0,015","0,953",2
"23,55","22,50","4,902","1,199","4,514","0,014","1,632",2
"20,14","22,20","5,819","1,523","0,288","0,043","0,103",2
"27,15","28,57","7,444","5,554","1,674","0,012","0,013",2
"22,05","24,15","3,354","2,382","1,018","0,043","0,608",2
"15,34","24,26","3,984","1,308","13,342","0,045","0,016",2
"27,40","27,89","6,251","3,246","11,698","0,030","1,909",2
"17,00","27,08","5,636","2,701","10,441","0,026","0,012",2
"26,81","23,65","5,296","1,378","14,077","0,001","1,750",2
"21,19","17,74","4,845","3,929","4,608","0,033","0,018",2
"16,88","18,60","4,409","5,717","12,427","0,043","1,922",2
"24,60","28,30","4,879","1,849","14,130","0,023","1,053",2
"25,91","15,43","5,505","1,512","5,894","0,004","0,017",2
"19,27","22,35","4,561","5,897","1,056","0,021","0,090",2
"18,07","17,52","5,260","5,756","11,569","0,042","0,786",2
"24,47","29,68","3,142","1,862","10,283","0,002","0,048",2
"26,10","25,69","3,813","4,958","4,067","0,029","1,523",2
"27,76","22,51","5,864","2,621","9,582","0,014","1,922",2
"16,18","22,07","3,778","1,834","0,848","0,040","0,224",2
"22,50","51,14","6,008","1,982","10,232","0,031","0,010",2
"29,19","34,71","3,189","5,313","2,708","0,042","1,090",2
"24,00","59,93","4,962","5,702","2,949","0,021","0,941",2
"24,55","53,55","7,122","1,114","10,377","0,042","0,013",2
"25,66","64,80","5,331","3,596","12,346","0,029","0,773",2
"20,51","64,99","5,280","1,801","10,253","0,010","1,704",2
"26,57","61,93","4,372","1,371","14,082","0,008","0,002",2
"22,88","31,68","3,842","3,415","14,851","0,035","0,002",2
"26,46","33,44","4,867","1,478","10,202","0,038","0,008",2
"23,34","45,98","7,307","1,740","13,150","0,031","1,448",2
"20,43","56,54","4,182","4,435","0,428","0,015","0,877",2
"16,41","62,72","4,772","2,907","3,659","0,039","0,004",2
"25,86","50,38","4,637","4,137","1,910","0,020","0,001",2
"16,00","71,00","6,273","3,016","1,280","0,015","0,413",2
"26,13","65,92","5,562","5,305","10,661","0,028","0,513",2
"25,79","78,43","3,650","1,680","10,378","0,000","0,418",2
"17,91","56,57","3,298","1,402","14,515","0,016","0,010",2
"29,31","46,26","6,583","1,532","10,792","0,046","1,473",2
"29,70","35,28","5,712","1,332","3,715","0,020","1,851",2
"19,22","60,55","7,014","2,552","9,814","0,000","1,875",2
"16,03","68,94","4,728","1,247","2,311","0,027","0,006",2
"18,00","51,17","4,389","2,139","10,384","0,008","1,912",2
"25,85","34,54","7,789","5,586","0,295","0,024","0,007",2
"21,70","43,32","7,829","5,101","12,146","0,004","1,809",2
"24,41","37,68","6,810","1,575","10,131","0,048","0,018",2
"27,76","44,05","4,676","5,113","2,375","0,023","0,012",2
"17,97","52,00","7,332","5,218","11,774","0,003","0,003",2
"16,73","56,36","7,471","1,751","2,698","0,028","0,018",2
"25,97","52,87","7,685","1,479","4,180","0,044","0,009",2
"26,03","73,77","6,945","5,705","10,751","0,045","0,011",2
"20,87","55,90","3,517","2,382","2,388","0,031","0,016",2
"27,18","77,18","5,375","1,729","12,179","0,046","0,002",2
"29,88","61,89","4,874","1,002","11,245","0,044","1,295",2
"21,11","77,88","3,550","4,008","13,345","0,006","0,010",2
"17,25","42,04","4,360","1,844","5,458","0,048","0,018",2
"25,73","63,81","5,993","2,495","12,916","0,014","1,988",2
"15,38","44,45","5,648","1,735","0,541","0,036","0,020",2
"29,19","63,59","4,008","1,277","13,380","0,039","0,225",2
"29,94","64,76","4,872","1,143","11,836","0,006","1,120",2
"15,85","33,40","5,811","1,796","5,352","0,022","1,553",2
"23,59","42,74","4,008","4,184","10,954","0,008","0,005",2
"28,28","41,20","3,039","1,703","2,508","0,005","0,629",2
"28,17","63,39","5,314","1,680","10,096","0,047","1,242",2
"23,31","72,22","7,224","3,605","0,051","0,035","0,007",2
"27,25","47,22","7,256","1,289","14,809","0,043","1,443",2
"17,02","69,03","4,143","1,431","11,128","0,036","0,250",2
"23,29","63,77","5,335","1,952","2,815","0,044","0,020",2
"17,32","30,34","4,756","1,825","1,834","0,029","0,020",2
"16,17","60,11","3,685","2,569","14,547","0,009","0,521",2
"23,94","49,34","4,653","3,872","14,253","0,041","0,236",2
"20,79","33,17","5,426","5,443","8,316","0,007","1,515",2
"18,30","16,01","6,566","3,684","8,768","0,006","1,309",2
"25,44","18,11","4,240","1,685","8,122","0,012","0,014",2
"29,28","71,88","7,967","4,276","9,458","0,002","0,319",2
"28,65","48,76","3,121","1,260","6,008","0,047","1,688",2
"21,26","63,31","5,887","1,550","9,191","0,006","0,005",2
"16,34","38,40","3,877","4,165","6,173","0,033","0,080",2
"19,60","16,74","4,113","4,683","9,453","0,000","0,001",2
"22,31","28,89","6,172","1,923","9,463","0,020","1,534",2
"23,99","76,54","4,773","2,773","6,417","0,024","0,009",2
"20,18","20,10","7,384","1,437","6,772","0,010","0,013",2
"20,71","29,94","7,292","1,877","8,826","0,029","0,007",2
"27,54","49,69","4,686","1,355","9,418","0,018","0,002",2
"21,69","18,13","5,402","2,169","7,256","0,028","0,001",2
"21,46","20,29","4,350","2,684","6,417","0,027","0,013",2
"21,32","67,86","6,907","1,516","6,493","0,002","0,404",2
"18,32","21,26","7,601","1,077","6,480","0,046","0,037",2
"19,60","29,98","3,328","1,277","9,187","0,015","0,018",2
"21,46","22,43","4,862","1,517","6,154","0,031","1,898",2
"28,88","18,65","6,758","1,644","9,437","0,017","0,005",2
"23,10","24,21","7,552","1,461","7,751","0,011","0,000",2
"18,32","19,91","6,724","1,993","6,386","0,028","1,953",2
"22,54","22,81","5,232","5,438","6,608","0,042","0,004",2
"21,01","68,16","7,465","3,352","6,564","0,031","1,576",2
"21,78","23,23","4,255","4,096","6,085","0,007","0,315",2
"19,76","21,59","3,234","3,362","9,191","0,033","0,016",2
"18,19","18,81","7,055","3,134","8,441","0,019","0,344",2
"18,78","17,99","4,391","5,389","8,409","0,037","0,005",2
"29,98","20,80","5,076","5,773","6,050","0,012","1,932",2
"29,36","24,09","4,325","3,831","6,900","0,027","0,158",2
"27,64","63,08","4,765","1,686","8,732","0,021","0,697",2
"24,95","28,13","5,553","5,343","7,023","0,040","0,102",2
"26,28","28,98","5,426","1,678","9,068","0,009","0,010",2
"25,51","52,66","3,768","1,511","7,864","0,049","1,821",2
"18,11","20,98","4,305","3,608","6,079","0,010","0,728",2
"23,70","21,31","4,142","2,871","8,767","0,022","0,009",2
"16,17","29,04","4,430","1,054","9,118","0,050","1,303",2
"26,66","23,32","6,575","1,738","7,758","0,036","0,002",2
"25,86","24,86","3,449","1,998","7,766","0,044","1,822",2
"24,11","58,51","4,151","4,787","8,437","0,043","1,637",2
"28,25","17,56","4,346","1,860","6,367","0,029","0,537",2
"21,84","76,60","4,768","1,594","6,209","0,036","0,013",2
"23,32","26,69","5,499","3,787","8,021","0,046","0,009",2
"26,24","56,92","6,108","1,656","6,192","0,033","0,001",2
"19,94","40,98","7,307","1,651","8,569","0,012","0,063",2
"19,34","79,66","5,243","2,261","6,334","0,035","0,089",2
"17,14","47,20","7,785","1,213","8,550","0,011","0,000",2
"22,27","24,26","7,216","3,232","7,007","0,026","0,341",2
"20,64","35,85","7,794","1,520","6,295","0,041","0,081",2
"16,63","28,67","5,766","1,179","7,615","0,003","0,255",2
"19,52","72,27","6,207","1,037","6,086","0,049","0,019",2
"29,03","17,54","7,559","1,744","9,029","0,003","0,880",2
"20,31","21,41","4,186","1,637","8,666","0,042","0,255",2
"24,61","63,67","6,288","1,922","7,769","0,027","0,005",2
"20,05","37,73","6,355","1,791","7,389","0,024","0,721",2
"22,76","26,88","6,405","1,527","6,142","0,011","0,248",2
"23,22","24,84","5,875","1,622","8,875","0,029","0,018",2
"26,73","46,79","5,811","1,474","9,153","0,028","1,623",2
"21,58","27,15","4,060","1,946","6,650","0,043","1,381",2
